Occupation,OCC_CODE,OCC_GROUP,A_MEDIAN
Computer User Support Specialists,15-1151,detailed,47930.0
Computer Network Support Specialists,15-1152,detailed,54750.0
"Computer Occupations, All Other",15-1199,detailed,74590.0
Actuaries,15-2011,detailed,73570.0
Operations Research Analysts,15-2031,detailed,72390.0
Statisticians,15-2041,detailed,68610.0
Computer Systems Analysts,15-1121,detailed,74180.0
Computer Programmers,15-1131,detailed,70020.0
"Software Developers, Applications",15-1132,detailed,83270.0
"Software Developers, Systems Software",15-1133,detailed,82790.0
Web Developers,15-1134,detailed,49590.0
Database Administrators,15-1141,detailed,87920.0
Network and Computer Systems Administrators,15-1142,detailed,67190.0
Computer Network Architects,15-1143,detailed,90460.0
Computer User Support Specialists,15-1151,detailed,43200.0
Computer Network Support Specialists,15-1152,detailed,55280.0
"Computer Occupations, All Other",15-1199,detailed,99510.0
Computer and Information Research Scientists,15-1111,detailed,131420.0
Computer Systems Analysts,15-1121,detailed,94250.0
Information Security Analysts,15-1122,detailed,90700.0
Computer Programmers,15-1131,detailed,104580.0
"Software Developers, Applications",15-1132,detailed,93590.0
"Software Developers, Systems Software",15-1133,detailed,96330.0
Web Developers,15-1134,detailed,63490.0
Database Administrators,15-1141,detailed,69950.0
Network and Computer Systems Administrators,15-1142,detailed,83760.0
Computer Network Architects,15-1143,detailed,98860.0
Computer User Support Specialists,15-1151,detailed,50810.0
Computer Network Support Specialists,15-1152,detailed,55860.0
"Computer Occupations, All Other",15-1199,detailed,95350.0
Operations Research Analysts,15-2031,detailed,61170.0
Statisticians,15-2041,detailed,98170.0
Computer Systems Analysts,15-1121,detailed,65700.0
Computer Programmers,15-1131,detailed,68670.0
"Software Developers, Applications",15-1132,detailed,82090.0
Web Developers,15-1134,detailed,47890.0
Network and Computer Systems Administrators,15-1142,detailed,71080.0
Computer User Support Specialists,15-1151,detailed,42600.0
Computer Network Support Specialists,15-1152,detailed,53210.0
"Computer Occupations, All Other",15-1199,detailed,52800.0
Computer Systems Analysts,15-1121,detailed,76690.0
Information Security Analysts,15-1122,detailed,112130.0
Computer Programmers,15-1131,detailed,56620.0
"Software Developers, Applications",15-1132,detailed,101210.0
"Software Developers, Systems Software",15-1133,detailed,104300.0
Database Administrators,15-1141,detailed,77520.0
Network and Computer Systems Administrators,15-1142,detailed,69650.0
Computer Network Architects,15-1143,detailed,87720.0
Computer User Support Specialists,15-1151,detailed,43100.0
Computer Network Support Specialists,15-1152,detailed,59570.0
Computer and Information Research Scientists,15-1111,detailed,108490.0
Computer Systems Analysts,15-1121,detailed,94540.0
Information Security Analysts,15-1122,detailed,90520.0
Computer Programmers,15-1131,detailed,93860.0
"Software Developers, Applications",15-1132,detailed,98220.0
"Software Developers, Systems Software",15-1133,detailed,97830.0
Web Developers,15-1134,detailed,64750.0
Database Administrators,15-1141,detailed,84670.0
Network and Computer Systems Administrators,15-1142,detailed,85720.0
Computer Network Architects,15-1143,detailed,108480.0
Computer User Support Specialists,15-1151,detailed,47150.0
Computer Network Support Specialists,15-1152,detailed,58180.0
"Computer Occupations, All Other",15-1199,detailed,88960.0
Operations Research Analysts,15-2031,detailed,96380.0
Statisticians,15-2041,detailed,57940.0
Computer Systems Analysts,15-1121,detailed,72500.0
Information Security Analysts,15-1122,detailed,106720.0
Computer Programmers,15-1131,detailed,94370.0
"Software Developers, Applications",15-1132,detailed,80990.0
"Software Developers, Systems Software",15-1133,detailed,101930.0
Web Developers,15-1134,detailed,40310.0
Database Administrators,15-1141,detailed,68460.0
Network and Computer Systems Administrators,15-1142,detailed,70460.0
Computer Network Architects,15-1143,detailed,90150.0
Computer User Support Specialists,15-1151,detailed,45310.0
Computer Network Support Specialists,15-1152,detailed,48560.0
"Computer Occupations, All Other",15-1199,detailed,90230.0
Operations Research Analysts,15-2031,detailed,74890.0
Computer Systems Analysts,15-1121,detailed,75830.0
Computer Programmers,15-1131,detailed,79070.0
"Software Developers, Applications",15-1132,detailed,72210.0
"Software Developers, Systems Software",15-1133,detailed,112400.0
Network and Computer Systems Administrators,15-1142,detailed,70210.0
Computer Network Architects,15-1143,detailed,108710.0
Computer User Support Specialists,15-1151,detailed,37710.0
Computer Network Support Specialists,15-1152,detailed,52320.0
"Computer Occupations, All Other",15-1199,detailed,107260.0
Computer and Information Research Scientists,15-1111,detailed,107900.0
Computer Systems Analysts,15-1121,detailed,78630.0
Information Security Analysts,15-1122,detailed,88490.0
Computer Programmers,15-1131,detailed,81170.0
"Software Developers, Applications",15-1132,detailed,88110.0
"Software Developers, Systems Software",15-1133,detailed,98910.0
Web Developers,15-1134,detailed,65380.0
Database Administrators,15-1141,detailed,71230.0
Network and Computer Systems Administrators,15-1142,detailed,79120.0
Computer Network Architects,15-1143,detailed,87450.0
Computer User Support Specialists,15-1151,detailed,49760.0
Computer Network Support Specialists,15-1152,detailed,56860.0
"Computer Occupations, All Other",15-1199,detailed,88680.0
Operations Research Analysts,15-2031,detailed,102960.0
Statisticians,15-2041,detailed,62220.0
Computer Systems Analysts,15-1121,detailed,78770.0
Computer Programmers,15-1131,detailed,73300.0
"Software Developers, Applications",15-1132,detailed,89970.0
"Software Developers, Systems Software",15-1133,detailed,90070.0
Web Developers,15-1134,detailed,63190.0
Network and Computer Systems Administrators,15-1142,detailed,79820.0
Computer Network Architects,15-1143,detailed,121250.0
Computer User Support Specialists,15-1151,detailed,50020.0
"Computer Occupations, All Other",15-1199,detailed,90350.0
Computer Systems Analysts,15-1121,detailed,79710.0
Information Security Analysts,15-1122,detailed,85550.0
Computer Programmers,15-1131,detailed,69520.0
"Software Developers, Applications",15-1132,detailed,95190.0
"Software Developers, Systems Software",15-1133,detailed,88320.0
Database Administrators,15-1141,detailed,73880.0
Network and Computer Systems Administrators,15-1142,detailed,71570.0
Computer Network Architects,15-1143,detailed,84960.0
Computer User Support Specialists,15-1151,detailed,48680.0
Computer Network Support Specialists,15-1152,detailed,48470.0
"Computer Occupations, All Other",15-1199,detailed,63810.0
Operations Research Analysts,15-2031,detailed,79700.0
Computer Systems Analysts,15-1121,detailed,69230.0
Computer Programmers,15-1131,detailed,100880.0
"Software Developers, Applications",15-1132,detailed,98890.0
"Software Developers, Systems Software",15-1133,detailed,84040.0
Web Developers,15-1134,detailed,60260.0
Network and Computer Systems Administrators,15-1142,detailed,65730.0
Computer User Support Specialists,15-1151,detailed,45960.0
Computer Network Support Specialists,15-1152,detailed,54740.0
"Computer Occupations, All Other",15-1199,detailed,67830.0
Computer and Information Research Scientists,15-1111,detailed,93500.0
Computer Systems Analysts,15-1121,detailed,72900.0
Computer Programmers,15-1131,detailed,77960.0
"Software Developers, Applications",15-1132,detailed,98860.0
"Software Developers, Systems Software",15-1133,detailed,100120.0
Web Developers,15-1134,detailed,67150.0
Network and Computer Systems Administrators,15-1142,detailed,72890.0
Computer User Support Specialists,15-1151,detailed,50420.0
Computer Network Support Specialists,15-1152,detailed,72250.0
"Computer Occupations, All Other",15-1199,detailed,88320.0
Computer Systems Analysts,15-1121,detailed,91810.0
Information Security Analysts,15-1122,detailed,109500.0
"Software Developers, Applications",15-1132,detailed,98130.0
"Software Developers, Systems Software",15-1133,detailed,97720.0
Database Administrators,15-1141,detailed,82740.0
Network and Computer Systems Administrators,15-1142,detailed,84560.0
Computer Network Architects,15-1143,detailed,85000.0
Computer User Support Specialists,15-1151,detailed,52120.0
"Computer Occupations, All Other",15-1199,detailed,80520.0
Operations Research Analysts,15-2031,detailed,64770.0
Computer Systems Analysts,15-1121,detailed,77320.0
Network and Computer Systems Administrators,15-1142,detailed,72600.0
Computer User Support Specialists,15-1151,detailed,56730.0
Computer Systems Analysts,15-1121,detailed,84590.0
"Software Developers, Applications",15-1132,detailed,103700.0
Network and Computer Systems Administrators,15-1142,detailed,63220.0
Computer User Support Specialists,15-1151,detailed,54920.0
Computer Network Support Specialists,15-1152,detailed,57530.0
"Computer Occupations, All Other",15-1199,detailed,78290.0
Computer Systems Analysts,15-1121,detailed,76190.0
Computer Programmers,15-1131,detailed,77590.0
"Software Developers, Applications",15-1132,detailed,101510.0
"Software Developers, Systems Software",15-1133,detailed,95670.0
Web Developers,15-1134,detailed,47810.0
Database Administrators,15-1141,detailed,78010.0
Network and Computer Systems Administrators,15-1142,detailed,77000.0
Computer Network Architects,15-1143,detailed,86200.0
Computer User Support Specialists,15-1151,detailed,53300.0
Computer Network Support Specialists,15-1152,detailed,57090.0
"Computer Occupations, All Other",15-1199,detailed,74660.0
Computer and Information Research Scientists,15-1111,detailed,134660.0
Computer Systems Analysts,15-1121,detailed,96760.0
Information Security Analysts,15-1122,detailed,110160.0
Computer Programmers,15-1131,detailed,128540.0
"Software Developers, Applications",15-1132,detailed,129820.0
"Software Developers, Systems Software",15-1133,detailed,119550.0
Web Developers,15-1134,detailed,93280.0
Database Administrators,15-1141,detailed,104980.0
Network and Computer Systems Administrators,15-1142,detailed,94790.0
Computer Network Architects,15-1143,detailed,111480.0
Computer User Support Specialists,15-1151,detailed,57640.0
Computer Network Support Specialists,15-1152,detailed,73970.0
"Computer Occupations, All Other",15-1199,detailed,91930.0
Actuaries,15-2011,detailed,104920.0
Operations Research Analysts,15-2031,detailed,92380.0
Statisticians,15-2041,detailed,93400.0
Computer Systems Analysts,15-1121,detailed,76160.0
Information Security Analysts,15-1122,detailed,86860.0
Computer Programmers,15-1131,detailed,67430.0
"Software Developers, Applications",15-1132,detailed,82380.0
"Software Developers, Systems Software",15-1133,detailed,93690.0
Web Developers,15-1134,detailed,57240.0
Database Administrators,15-1141,detailed,68850.0
Network and Computer Systems Administrators,15-1142,detailed,67150.0
Computer Network Architects,15-1143,detailed,90760.0
Computer User Support Specialists,15-1151,detailed,45840.0
Computer Network Support Specialists,15-1152,detailed,62570.0
"Computer Occupations, All Other",15-1199,detailed,65860.0
Operations Research Analysts,15-2031,detailed,63880.0
Statisticians,15-2041,detailed,94860.0
Computer Systems Analysts,15-1121,detailed,84190.0
Information Security Analysts,15-1122,detailed,74610.0
Computer Programmers,15-1131,detailed,90210.0
"Software Developers, Applications",15-1132,detailed,99890.0
"Software Developers, Systems Software",15-1133,detailed,104080.0
Web Developers,15-1134,detailed,64200.0
Database Administrators,15-1141,detailed,81380.0
Network and Computer Systems Administrators,15-1142,detailed,74240.0
Computer Network Architects,15-1143,detailed,86210.0
Computer User Support Specialists,15-1151,detailed,50970.0
Computer Network Support Specialists,15-1152,detailed,61790.0
"Computer Occupations, All Other",15-1199,detailed,77270.0
Operations Research Analysts,15-2031,detailed,87370.0
Statisticians,15-2041,detailed,78030.0
Computer Systems Analysts,15-1121,detailed,69010.0
"Software Developers, Applications",15-1132,detailed,88690.0
Computer User Support Specialists,15-1151,detailed,56510.0
"Computer Occupations, All Other",15-1199,detailed,80270.0
Computer Systems Analysts,15-1121,detailed,70270.0
Computer Programmers,15-1131,detailed,105880.0
Network and Computer Systems Administrators,15-1142,detailed,74900.0
Computer Network Architects,15-1143,detailed,98910.0
Computer User Support Specialists,15-1151,detailed,40470.0
Computer Systems Analysts,15-1121,detailed,78080.0
"Software Developers, Systems Software",15-1133,detailed,98220.0
Network and Computer Systems Administrators,15-1142,detailed,59690.0
Computer User Support Specialists,15-1151,detailed,49260.0
Computer Network Support Specialists,15-1152,detailed,65050.0
"Computer Occupations, All Other",15-1199,detailed,71170.0
Computer Systems Analysts,15-1121,detailed,71250.0
Information Security Analysts,15-1122,detailed,113640.0
